"","tempo","total_beats","average_beats","chroma_stft_mean","chroma_stft_std","chroma_stft_var","chroma_cq_mean","chroma_cq_std","chroma_cq_var","chroma_cens_mean","chroma_cens_std","chroma_cens_var","melspectrogram_mean","melspectrogram_std","melspectrogram_var","mfcc_mean","mfcc_std","mfcc_var","mfcc_delta_mean","mfcc_delta_std","mfcc_delta_var","rmse_mean","rmse_std","rmse_var","cent_mean","cent_std","cent_var","spec_bw_mean","spec_bw_std","spec_bw_var","contrast_mean","contrast_std","contrast_var","rolloff_mean","rolloff_std","rolloff_var","poly_mean","poly_std","poly_var","tonnetz_mean","tonnetz_std","tonnetz_var","zcr_mean","zcr_std","zcr_var","harm_mean","harm_std","harm_var","perc_mean","perc_std","perc_var","frame_mean","frame_std","frame_var"
"1",0.534055727635256,0.587284620975672,0.514280422546501,0.231270761423767,0.731706238052566,0.688900281078736,0.398430875032031,0.617359213977072,0.562007152031107,0.621050151934794,0.596467500925012,0.435314646674506,0.0650157997040729,0.04405596188746,0.00197498151026678,0.580552561572525,0.328243098896581,0.15597377056412,0.46888736931263,0.276375622762248,0.116290360332446,0.236164030951206,0.192941561447731,0.0410390602589589,0.254729960207351,0.115947149411402,0.0233991804846409,0.335953155602951,0.197758772053823,0.0742646031324961,0.667536650490186,0.449927111920913,0.311023330484999,0.311234595711939,0.204880048432077,0.054861565085116,0.2109830876284,0.233407353548631,0.0591298423247577,0.629355684983505,0.422110765508964,0.269050549804706,0.176714917413068,0.105166450090939,0.0181558373657474,0.615913902104849,0.288849598173498,0.0930745255134874,0.465989828018424,0.129091352148601,0.0176010632910912,0.0710855202116865,0.0615544593171174,0.0114919061757306
"2",0.339912280597652,0.416891131158522,0.478902128867902,0.620377067864722,0.378740394780473,0.327433999253543,0.558284617797642,0.383114769078164,0.327736693029794,0.793987790824989,0.406748308739205,0.245186973415495,0.257101561274471,0.132611131558433,0.0176787204453904,0.890525602435552,0.0975893486042249,0.0287864315210842,0.430497528518339,0.141961288684802,0.0444589025064776,0.560300208724612,0.218587857165882,0.0519627855250494,0.600008150762408,0.121032892365038,0.0249812881438654,0.551209160683226,0.131143073311233,0.0424480314959229,0.491620619390214,0.895392376980274,0.842823537133747,0.597318114730275,0.180441089863036,0.0442564680652681,0.776642784230074,0.778390415314294,0.610375365092637,0.467382317749656,0.268782432834924,0.14546089978116,0.61232335608139,0.130357675943949,0.0255411953503736,0.633803491685388,0.522069366988758,0.284266587104369,0.541692146091466,0.461730011753309,0.215264849543615,0.0238013108003742,0.0201205007538926,0.00303389277768648
"3",0.382775119502821,0.458434876793934,0.487922412368188,0.619503309046802,0.605236456703752,0.553138715171717,0.648185194160254,0.553181230027531,0.495264579903469,0.807700936756645,0.388567509339465,0.229497719212607,0.0382761498201514,0.079906953034086,0.00644457004906026,0.66314365548262,0.309101897767405,0.142255862584928,0.456620251402631,0.475167332783555,0.275546499577291,0.15335052051717,0.261092029749664,0.0728926720376632,0.676662211181599,0.340978408608062,0.138090992809989,0.653137820242108,0.0905805386899508,0.0264588633469937,0.527490392976223,0.741668555460304,0.634136287813745,0.697384699796281,0.15238394429998,0.0334376718908649,0.140023086930053,0.172645212623187,0.0335191513086143,0.639221784994925,0.304500606479679,0.171615497373526,0.515686374621234,0.416895820294816,0.192132754120205,0.631285851080134,0.137856997742201,0.0245822877144035,0.494569607005816,0.203477195422582,0.0427529940102407,0.0332740732818238,0.0369707635226181,0.0061145742188724
"4",0.407268170430894,0.481836190801944,0.482343421441876,0.516220663704324,0.781418775899804,0.74417501873499,0.442018510411906,0.770177136048102,0.728701943401401,0.641372240845506,0.577117098538097,0.413715308255986,0.142042859121465,0.141645380849121,0.0201617237063077,0.723352282612403,0.296413968522995,0.133478327249745,0.554522462082978,0.579075741310966,0.383966537457489,0.339166410066639,0.366164020449452,0.1397586453866,0.31918988981316,0.437193900328064,0.215036145731845,0.411763223052396,0.47274481404023,0.278721753284451,0.566329438682106,0.62930871563608,0.49838214674985,0.382016371120121,0.532031414439165,0.302751279902342,0.2903657904021,0.353004911798922,0.130549027571465,0.408823931588155,0.395152904904256,0.245183705049341,0.222410174752337,0.325100771831084,0.122235224959601,0.589421634067749,0.372607298458415,0.149807471550655,0.359048981483908,0.309396663407604,0.097506119962327,0.0756228938597255,0.0826228191945482,0.0169338659646125
"5",0.534055727635256,0.435503869340288,0.465763640605951,0.144700530053412,0.662494215606315,0.613739116268617,0.282286960256023,0.611838478989182,0.556189936344551,0.387374596017275,0.783161621542771,0.669461678446078,0.00305156169169745,0.00328431606797031,1.34336701195337e-05,0.363904793310466,0.701300622144159,0.537642048830264,0.355872562931549,0.13288941344391,0.0406528099137011,0.0415533386766286,0.0390587994452558,0.00244457358473884,0.0983684644115856,0.117645704577176,0.0239223840817558,0.0822465666443657,0.200844042438611,0.07590556374319,0.67599357347013,0.151473699610198,0.0793373426998393,0.119598893529942,0.185679678211747,0.0464370862298304,0.0322549689145082,0.0337761425152272,0.00198911112142474,0.892047801521748,0.584659151974724,0.432289405552695,0.154428658858548,0.0813018611165894,0.0122418315715701,0.633772605760823,0.0534331665851931,0.00522848304570906,0.551939725323878,0.00683566048686657,0.000103277163553826,0.251227213693922,0.191691922958614,0.0574076564863176
"6",0.463988919533666,0.53358416349566,0.479399170227597,0.111823827062362,0.737034225704009,0.694772846204666,0.361925177770904,0.62520428256236,0.570298116489282,0.542246919339542,0.666109333348231,0.517199800259417,0.0447091479773555,0.0740031187053423,0.00553187144205139,0.458869307563223,0.355315736345344,0.176353362812812,0.372955970521435,0.276021124420968,0.116062874312099,0.193864721192422,0.250577174784961,0.067386821367794,0.272640615070507,0.0782055965661186,0.0131176623989671,0.250174074519468,0.242814023859021,0.0997000483603847,0.71333083139172,0.468754422476934,0.328991372117795,0.250130754566954,0.149281845330134,0.0323305201831474,0.151842576790024,0.168598265434876,0.0320688614607519,0.864768667306757,0.445980625627409,0.290944709583267,0.342194885095684,0.139602586488053,0.0285458715929077,0.616907042657158,0.267374105163431,0.0806820598079952,0.517998773895681,0.0870806162941795,0.00824522719869441,0.0834239923980596,0.0724038343390922,0.0141982157114776
"7",0.28752436647754,0.319053116137215,0.443919656082208,0.0187052292073874,0.734139947686214,0.691581214884531,0.369947148044161,0.626384149218637,0.571547532774773,0.467005301278733,0.725842258427226,0.592608126246405,0.0345112572033103,0.0458949395366951,0.00214175242615207,0.475913447362735,0.52383738073641,0.328964231260575,0.427804311915321,0.143497748987148,0.0451165691584825,0.199819267320643,0.219909639773876,0.0525605583847147,0.320254648084608,0.231122408965563,0.0706767961385309,0.207170010021834,0.168323553019513,0.0593540399434111,0.819714148557363,0.548523199337663,0.409533663728184,0.293102253172039,0.240902275497046,0.0724988027656166,0.0998296067137245,0.117588782239484,0.0165241781234652,0.966310583454915,0.500742463560629,0.343875889807866,0.432014751904967,0.316087053910749,0.11621185295378,0.619725517031593,0.292121962494214,0.0950400338695787,0.511325928009542,0.0330606268131052,0.0013588323947582,0.136996842465026,0.179948366423483,0.0520592740360438
"8",0.434210526539359,0.461427736685336,0.465024387447684,0.404279633748299,0.824028406193673,0.792409878165648,0.469190918254739,0.792762462622687,0.754266420407113,0.669536684294751,0.549215507669017,0.383453709977683,0.139832779444,0.146683584334957,0.0216172829301247,0.74254289813865,0.333297233309311,0.159691451191699,0.49750552013068,0.634289377321545,0.448610097390824,0.337730541988198,0.332198167554272,0.115787325556832,0.276233958077292,0.404552781473168,0.187058897026335,0.439717480760026,0.484251301112644,0.289843067040908,0.597576724762438,0.600357878219446,0.465699575832113,0.358930060589188,0.602232212426654,0.381631940868293,0.255410282114607,0.310429402209211,0.101930510868901,0.601727077304726,0.485203763906425,0.328474242720547,0.138608656409054,0.253333076125091,0.0784408925845244,0.554207667326199,0.40034137728063,0.171540050158871,0.298940032738887,0.269806240314905,0.0744364465531721,0.0467269880969405,0.0513273427284519,0.00912762334810305
"9",0.434210526539359,0.49111405646529,0.496180227837074,0.44401118897392,0.890645330217652,0.869408046700328,0.415425448409698,0.812446482931183,0.776741856075222,0.60862116900162,0.608001191954302,0.448427279713859,0.535397210417936,0.594204136102588,0.353273526667992,0.817579232602124,0.0969390030325009,0.0285453415778452,0.404341837457757,0.518390077411873,0.31854634358949,0.676326024683405,0.759799672166653,0.581764020978454,0.757414590015528,0.655641216906693,0.451793430868209,0.917713076602102,0.40262105544865,0.215401110904354,0.342749007650506,0.216183331524349,0.121081613005275,0.871881583706003,0.583145031677983,0.359286313309943,0.531997611435043,0.68737821794158,0.478074392278665,0.90854732834556,0.487753365654933,0.33098057698337,0.451867389892413,0.520416217473475,0.289653098467534,0.632013080845683,0.777755237406457,0.613015556524853,0.567704773991995,0.655987179714084,0.43219895312787,0.0991057924706636,0.0672973075015381,0.0128990087427499
"10",0.534055727635256,0.605555318026993,0.513770554422586,0.192961004559232,0.672241719580341,0.624198078006945,0.402801047652695,0.57367641607339,0.51636898752092,0.554876202979759,0.655475807997179,0.504276752639948,0.00162369809951936,0.00137402464533206,2.99743763992906e-06,0.282989137867141,0.664936987207911,0.49087369252134,0.455131321298651,0.115220200182569,0.0336179275895086,0.0287590501037434,0.0292325059495262,0.00154936109996639,0.166596987098549,0.120486933197716,0.0248092096211708,0.245646851565521,0.177296028077042,0.063756177451129,0.500762973269713,0.164896511284685,0.0876100486704944,0.178437373334028,0.15708910193927,0.0351507904157986,0.025228369641263,0.0274280171322913,0.0014456728860539,0.290972170157938,0.48857209823232,0.331787108850631,0.153706039067718,0.0871574266263742,0.0135954476872394,0.633795223012669,0.0342165859095217,0.00272131047160134,0.551108769490456,0.00828466710082219,0.000137000318999974,0.0852548624701752,0.0894666335008062,0.0188671766893204
"11",0.321052631584479,0.40044465346958,0.497450508463586,0.713512920578855,0.730039267449331,0.687065480128591,0.687682806447086,0.626467850019012,0.571636197342874,0.750662364827885,0.460502878740219,0.2941638317986,0.743776730005517,0.948301362144505,0.899315115226055,0.929952984992168,0.0687255781565368,0.0187225510431912,0.489905876366403,0.544705173383963,0.346190485567113,0.784907739654052,0.94007879191654,0.885127336525745,0.80031351699919,0.56496146544374,0.34305235009339,0.910707572144268,0.396741662597341,0.210439944526167,0.270949975968062,0.200749021257607,0.110698075550602,0.886474627316792,0.52729043855264,0.297751307061887,0.564860594220158,0.682081694489517,0.470871879770592,0.574251652247802,0.121279466016078,0.0544097577303835,0.531082361054714,0.595829496090975,0.37317181264452,0.633951841401799,0.823158613181159,0.684421936369389,0.54792408294748,0.775308732563037,0.602554676563851,0.0214132194138867,0.0246438336299431,0.00381255629747725
"12",0.360411899147352,0.424601308307324,0.476854299806206,0.396291943578347,0.669676139871711,0.621441227154299,0.273647492339809,0.636201143205263,0.581968555487985,0.506044486400339,0.69559089126321,0.553820926694006,0.283116340119416,0.171685510594136,0.0295909035967464,0.806442659479539,0.248731227327745,0.102740299098602,0.557466151194177,0.360788025136841,0.176186431273781,0.515143303689044,0.327504774897458,0.112651984939588,0.234035135397015,0.300440316201238,0.110677301749643,0.324497126964226,0.391943298871893,0.206430857572875,0.697292738744948,0.592825616931035,0.457350643725725,0.29747964116438,0.395862684589739,0.17562446977001,0.487410895906125,0.548025440400272,0.30677013306957,0.884419916835928,0.604913911288781,0.4549534742083,0.163294190581267,0.150608704064499,0.0323290497303788,0.634007290148261,0.580944225614844,0.34892171254202,0.549415938536786,0.366439206258202,0.136211534394088,0.0839812137124314,0.102830620080648,0.0228764174978901
"13",0.434210526539359,0.443199794775322,0.437386553227407,0.635838682485412,0.499359278269405,0.444846784688068,0.828514464139707,0.303203042592079,0.253698571804902,0.894387626111108,0.255638936220526,0.128234851795392,0.0907115062806472,0.0601601982472494,0.00366496781356827,0.788862565725046,0.151945711280241,0.0512728711262783,0.417057440818505,0.149729355832462,0.0478226951561655,0.339790558175411,0.146960333146702,0.02466679633783,0.595254005913468,0.0975676124328055,0.0180709422031476,0.470468923824409,0.063743569069888,0.0172880937305041,0.48513791328766,0.779780690636137,0.683402329234155,0.559635609816147,0.0703765334391603,0.0101278723206214,0.445577209406019,0.445455022395532,0.204851044996964,0.603051032972496,0.122719911465359,0.0551669449371415,0.697608934434325,0.224652987511815,0.0636032525846137,0.532514293738372,0.305423690046099,0.103239674402462,0.205471260561545,0.270729618746962,0.0749391112620691,0.0259505930619257,0.0297776043605242,0.00473926916797904
"14",0.463988919533666,0.557455784058033,0.511812580130325,0.168408676033579,0.672181909145018,0.624133772728089,0.369341020747231,0.60417124693631,0.548134624882983,0.525637982169987,0.679814158454187,0.534078763654413,0.00957677810357735,0.00995364300036319,0.00010704329902004,0.431781027143657,0.514807680411918,0.31966190474681,0.549734288120534,0.192638732288012,0.0681442934688385,0.0733823398874825,0.112869802031702,0.0151912339010812,0.244952323799117,0.117684410781952,0.0239343674056825,0.28017143736404,0.118475410327539,0.0371795613623394,0.707936382433079,0.309462656921376,0.189527340838479,0.280629638146311,0.15381117998356,0.0339530111840711,0.0668633162776466,0.0859212136337594,0.00942389744385684,0.755238310341007,0.488991198399949,0.332200315310178,0.225675404084519,0.116270531580406,0.0212666016235302,0.632995593721587,0.107223537334597,0.0159892394655211,0.546447687001586,0.0232747148387357,0.000730738624573705,0.165813145163311,0.140034169989932,0.0356680313986781
"15",0.245614035093866,0.287784856128949,0.450546397647915,0.431295163068668,0.627275017878572,0.576294625987234,0.114795808472706,0.823662113497542,0.789629188815115,0.141595625242297,0.9306984700088,0.887514315110189,0.367874179819954,0.279752673872426,0.0784244819539678,0.90958821358621,0.0438252278601325,0.0110865087762799,0.510623000871057,0.215231385266242,0.0800285944533264,0.624144953205458,0.159601575122392,0.0287567475452121,0.576374346584794,0.306341118505117,0.114483154035075,0.746477419555873,0.303119542765854,0.138690722450282,0.437284322831443,0.113152537229772,0.0568322463544301,0.690170132884398,0.432021212669277,0.206051809283042,0.578271124437293,0.585445398570366,0.349054744164068,0.18507808357538,0.825455633598135,0.735050949738773,0.338064204156595,0.216117119269648,0.0594809554924158,0.63058894788776,0.749185118372909,0.570097191528676,0.457682279437847,0.315425205671608,0.101291712776934,0.086130495973983,0.0957294664353179,0.0207075047279151
"16",0.575657894576079,0.625080165889948,0.481713785509062,0.373709111316837,0.749320644856559,0.708362233602559,0.322101699114278,0.73463619357788,0.688956978135801,0.469471997314849,0.723975345452002,0.590178958216771,0.217818727222134,0.181770377573057,0.033160731459532,0.748140416878152,0.240081872919577,0.0975452731782704,0.37920467343166,0.411302868616922,0.217485770223632,0.433033132761322,0.353796540995161,0.130769746421823,0.312025950852139,0.422123666637471,0.20188011705474,0.595119776687668,0.618527232356518,0.434861521652984,0.502733190389952,0.332957909188698,0.208307347583544,0.394138206962279,0.728276408731398,0.546039626234074,0.369659342905131,0.421120419875144,0.1836788817626,0.311152083100289,0.576273916487179,0.423057438121052,0.127097500064859,0.183461376116669,0.0449538722892803,0.633807869218003,0.505638371037122,0.267401662409549,0.550745467870262,0.283105462232229,0.0818392693288217,0.171146549250658,0.157056020558447,0.0423205500529068
